snapshot_id,department_id,department_name,branch_id,snapshot_datetime,occupied_beds,total_beds,occupancy_rate
1258,16,Pediatrics,3,2025-10-09 08:00:00,4,21,19.05
1259,17,Emergency,3,2025-10-09 08:00:00,2,45,4.44
1260,18,General Medicine,3,2025-10-09 08:00:00,4,45,8.89
1261,1,Cardiology,1,2025-10-10 08:00:00,14,37,37.84
1262,2,Oncology,1,2025-10-10 08:00:00,4,20,20.0
1263,3,Orthopedics,1,2025-10-10 08:00:00,0,37,0.0
1264,4,Pediatrics,1,2025-10-10 08:00:00,7,30,23.33
1265,5,Emergency,1,2025-10-10 08:00:00,2,62,3.23
1266,6,General Medicine,1,2025-10-10 08:00:00,3,62,4.84
1267,7,Cardiology,2,2025-10-10 08:00:00,11,30,36.67
1268,8,Oncology,2,2025-10-10 08:00:00,4,16,25.0
1269,9,Orthopedics,2,2025-10-10 08:00:00,0,30,0.0
1270,10,Pediatrics,2,2025-10-10 08:00:00,2,24,8.33
1271,11,Emergency,2,2025-10-10 08:00:00,2,50,4.0
1272,12,General Medicine,2,2025-10-10 08:00:00,0,50,0.0
1273,13,Cardiology,3,2025-10-10 08:00:00,10,27,37.04
1274,14,Oncology,3,2025-10-10 08:00:00,3,14,21.43
1275,15,Orthopedics,3,2025-10-10 08:00:00,4,27,14.81
1276,16,Pediatrics,3,2025-10-10 08:00:00,3,21,14.29
1277,17,Emergency,3,2025-10-10 08:00:00,1,45,2.22
1278,18,General Medicine,3,2025-10-10 08:00:00,5,45,11.11
1279,1,Cardiology,1,2025-10-11 08:00:00,13,37,35.14
1280,2,Oncology,1,2025-10-11 08:00:00,3,20,15.0
1281,3,Orthopedics,1,2025-10-11 08:00:00,2,37,5.41
1282,4,Pediatrics,1,2025-10-11 08:00:00,5,30,16.67
1283,5,Emergency,1,2025-10-11 08:00:00,1,62,1.61
1284,6,General Medicine,1,2025-10-11 08:00:00,4,62,6.45
1285,7,Cardiology,2,2025-10-11 08:00:00,11,30,36.67
1286,8,Oncology,2,2025-10-11 08:00:00,4,16,25.0
1287,9,Orthopedics,2,2025-10-11 08:00:00,0,30,0.0
1288,10,Pediatrics,2,2025-10-11 08:00:00,2,24,8.33
1289,11,Emergency,2,2025-10-11 08:00:00,1,50,2.0
1290,12,General Medicine,2,2025-10-11 08:00:00,2,50,4.0
1291,13,Cardiology,3,2025-10-11 08:00:00,9,27,33.33
1292,14,Oncology,3,2025-10-11 08:00:00,2,14,14.29
1293,15,Orthopedics,3,2025-10-11 08:00:00,5,27,18.52
1294,16,Pediatrics,3,2025-10-11 08:00:00,3,21,14.29
1295,17,Emergency,3,2025-10-11 08:00:00,1,45,2.22
1296,18,General Medicine,3,2025-10-11 08:00:00,4,45,8.89
1297,1,Cardiology,1,2025-10-12 08:00:00,13,37,35.14
1298,2,Oncology,1,2025-10-12 08:00:00,4,20,20.0
1299,3,Orthopedics,1,2025-10-12 08:00:00,3,37,8.11
1300,4,Pediatrics,1,2025-10-12 08:00:00,5,30,16.67
1301,5,Emergency,1,2025-10-12 08:00:00,0,62,0.0
1302,6,General Medicine,1,2025-10-12 08:00:00,4,62,6.45
1303,7,Cardiology,2,2025-10-12 08:00:00,9,30,30.0
1304,8,Oncology,2,2025-10-12 08:00:00,3,16,18.75
1305,9,Orthopedics,2,2025-10-12 08:00:00,1,30,3.33
1306,10,Pediatrics,2,2025-10-12 08:00:00,2,24,8.33
1307,11,Emergency,2,2025-10-12 08:00:00,3,50,6.0
1308,12,General Medicine,2,2025-10-12 08:00:00,3,50,6.0
1309,13,Cardiology,3,2025-10-12 08:00:00,6,27,22.22
1310,14,Oncology,3,2025-10-12 08:00:00,2,14,14.29
1311,15,Orthopedics,3,2025-10-12 08:00:00,3,27,11.11
1312,16,Pediatrics,3,2025-10-12 08:00:00,5,21,23.81
1313,17,Emergency,3,2025-10-12 08:00:00,2,45,4.44
1314,18,General Medicine,3,2025-10-12 08:00:00,3,45,6.67
1315,1,Cardiology,1,2025-10-13 08:00:00,14,37,37.84
1316,2,Oncology,1,2025-10-13 08:00:00,5,20,25.0
1317,3,Orthopedics,1,2025-10-13 08:00:00,5,37,13.51
1318,4,Pediatrics,1,2025-10-13 08:00:00,5,30,16.67
1319,5,Emergency,1,2025-10-13 08:00:00,1,62,1.61
1320,6,General Medicine,1,2025-10-13 08:00:00,5,62,8.06
1321,7,Cardiology,2,2025-10-13 08:00:00,7,30,23.33
1322,8,Oncology,2,2025-10-13 08:00:00,5,16,31.25
1323,9,Orthopedics,2,2025-10-13 08:00:00,2,30,6.67
1324,10,Pediatrics,2,2025-10-13 08:00:00,1,24,4.17
1325,11,Emergency,2,2025-10-13 08:00:00,2,50,4.0
1326,12,General Medicine,2,2025-10-13 08:00:00,3,50,6.0
1327,13,Cardiology,3,2025-10-13 08:00:00,5,27,18.52
1328,14,Oncology,3,2025-10-13 08:00:00,4,14,28.57
1329,15,Orthopedics,3,2025-10-13 08:00:00,5,27,18.52
1330,16,Pediatrics,3,2025-10-13 08:00:00,4,21,19.05
1331,17,Emergency,3,2025-10-13 08:00:00,2,45,4.44
1332,18,General Medicine,3,2025-10-13 08:00:00,2,45,4.44
1333,1,Cardiology,1,2025-10-14 08:00:00,13,37,35.14
1334,2,Oncology,1,2025-10-14 08:00:00,5,20,25.0
1335,3,Orthopedics,1,2025-10-14 08:00:00,5,37,13.51
1336,4,Pediatrics,1,2025-10-14 08:00:00,4,30,13.33
1337,5,Emergency,1,2025-10-14 08:00:00,1,62,1.61
1338,6,General Medicine,1,2025-10-14 08:00:00,3,62,4.84
1339,7,Cardiology,2,2025-10-14 08:00:00,7,30,23.33
1340,8,Oncology,2,2025-10-14 08:00:00,5,16,31.25
1341,9,Orthopedics,2,2025-10-14 08:00:00,3,30,10.0
1342,10,Pediatrics,2,2025-10-14 08:00:00,2,24,8.33
1343,11,Emergency,2,2025-10-14 08:00:00,1,50,2.0
1344,12,General Medicine,2,2025-10-14 08:00:00,3,50,6.0
1345,13,Cardiology,3,2025-10-14 08:00:00,3,27,11.11
1346,14,Oncology,3,2025-10-14 08:00:00,7,14,50.0
1347,15,Orthopedics,3,2025-10-14 08:00:00,4,27,14.81
1348,16,Pediatrics,3,2025-10-14 08:00:00,2,21,9.52
1349,17,Emergency,3,2025-10-14 08:00:00,2,45,4.44
1350,18,General Medicine,3,2025-10-14 08:00:00,1,45,2.22
1351,1,Cardiology,1,2025-10-15 08:00:00,10,37,27.03
1352,2,Oncology,1,2025-10-15 08:00:00,6,20,30.0
1353,3,Orthopedics,1,2025-10-15 08:00:00,4,37,10.81
1354,4,Pediatrics,1,2025-10-15 08:00:00,3,30,10.0
1355,5,Emergency,1,2025-10-15 08:00:00,3,62,4.84
1356,6,General Medicine,1,2025-10-15 08:00:00,3,62,4.84
1357,7,Cardiology,2,2025-10-15 08:00:00,9,30,30.0
1358,8,Oncology,2,2025-10-15 08:00:00,5,16,31.25
1359,9,Orthopedics,2,2025-10-15 08:00:00,2,30,6.67
1360,10,Pediatrics,2,2025-10-15 08:00:00,2,24,8.33
1361,11,Emergency,2,2025-10-15 08:00:00,1,50,2.0
1362,12,General Medicine,2,2025-10-15 08:00:00,2,50,4.0
1363,13,Cardiology,3,2025-10-15 08:00:00,4,27,14.81
1364,14,Oncology,3,2025-10-15 08:00:00,7,14,50.0
1365,15,Orthopedics,3,2025-10-15 08:00:00,3,27,11.11
1366,16,Pediatrics,3,2025-10-15 08:00:00,1,21,4.76
1367,17,Emergency,3,2025-10-15 08:00:00,1,45,2.22
1368,18,General Medicine,3,2025-10-15 08:00:00,1,45,2.22
1369,1,Cardiology,1,2025-10-16 08:00:00,9,37,24.32
1370,2,Oncology,1,2025-10-16 08:00:00,7,20,35.0
1371,3,Orthopedics,1,2025-10-16 08:00:00,3,37,8.11
1372,4,Pediatrics,1,2025-10-16 08:00:00,3,30,10.0
1373,5,Emergency,1,2025-10-16 08:00:00,1,62,1.61
1374,6,General Medicine,1,2025-10-16 08:00:00,0,62,0.0
1375,7,Cardiology,2,2025-10-16 08:00:00,8,30,26.67
1376,8,Oncology,2,2025-10-16 08:00:00,8,16,50.0
1377,9,Orthopedics,2,2025-10-16 08:00:00,3,30,10.0
1378,10,Pediatrics,2,2025-10-16 08:00:00,4,24,16.67
1379,11,Emergency,2,2025-10-16 08:00:00,2,50,4.0
1380,12,General Medicine,2,2025-10-16 08:00:00,2,50,4.0
1381,13,Cardiology,3,2025-10-16 08:00:00,5,27,18.52
1382,14,Oncology,3,2025-10-16 08:00:00,7,14,50.0
1383,15,Orthopedics,3,2025-10-16 08:00:00,3,27,11.11
1384,16,Pediatrics,3,2025-10-16 08:00:00,1,21,4.76
1385,17,Emergency,3,2025-10-16 08:00:00,0,45,0.0
1386,18,General Medicine,3,2025-10-16 08:00:00,1,45,2.22
1387,1,Cardiology,1,2025-10-17 08:00:00,13,37,35.14
1388,2,Oncology,1,2025-10-17 08:00:00,6,20,30.0
1389,3,Orthopedics,1,2025-10-17 08:00:00,1,37,2.7
1390,4,Pediatrics,1,2025-10-17 08:00:00,3,30,10.0
1391,5,Emergency,1,2025-10-17 08:00:00,2,62,3.23
1392,6,General Medicine,1,2025-10-17 08:00:00,0,62,0.0
1393,7,Cardiology,2,2025-10-17 08:00:00,8,30,26.67
1394,8,Oncology,2,2025-10-17 08:00:00,9,16,56.25
1395,9,Orthopedics,2,2025-10-17 08:00:00,4,30,13.33
1396,10,Pediatrics,2,2025-10-17 08:00:00,6,24,25.0
1397,11,Emergency,2,2025-10-17 08:00:00,1,50,2.0
1398,12,General Medicine,2,2025-10-17 08:00:00,3,50,6.0
1399,13,Cardiology,3,2025-10-17 08:00:00,7,27,25.93
1400,14,Oncology,3,2025-10-17 08:00:00,9,14,64.29
1401,15,Orthopedics,3,2025-10-17 08:00:00,2,27,7.41
1402,16,Pediatrics,3,2025-10-17 08:00:00,2,21,9.52
1403,17,Emergency,3,2025-10-17 08:00:00,2,45,4.44
1404,18,General Medicine,3,2025-10-17 08:00:00,1,45,2.22
1405,1,Cardiology,1,2025-10-18 08:00:00,14,37,37.84
1406,2,Oncology,1,2025-10-18 08:00:00,6,20,30.0
1407,3,Orthopedics,1,2025-10-18 08:00:00,0,37,0.0
1408,4,Pediatrics,1,2025-10-18 08:00:00,4,30,13.33
1409,5,Emergency,1,2025-10-18 08:00:00,2,62,3.23
1410,6,General Medicine,1,2025-10-18 08:00:00,0,62,0.0
1411,7,Cardiology,2,2025-10-18 08:00:00,7,30,23.33
1412,8,Oncology,2,2025-10-18 08:00:00,11,16,68.75
1413,9,Orthopedics,2,2025-10-18 08:00:00,3,30,10.0
1414,10,Pediatrics,2,2025-10-18 08:00:00,6,24,25.0
1415,11,Emergency,2,2025-10-18 08:00:00,1,50,2.0
1416,12,General Medicine,2,2025-10-18 08:00:00,3,50,6.0
1417,13,Cardiology,3,2025-10-18 08:00:00,7,27,25.93
1418,14,Oncology,3,2025-10-18 08:00:00,9,14,64.29
1419,15,Orthopedics,3,2025-10-18 08:00:00,4,27,14.81
1420,16,Pediatrics,3,2025-10-18 08:00:00,2,21,9.52
1421,17,Emergency,3,2025-10-18 08:00:00,5,45,11.11
1422,18,General Medicine,3,2025-10-18 08:00:00,0,45,0.0
1423,1,Cardiology,1,2025-10-19 08:00:00,15,37,40.54
1424,2,Oncology,1,2025-10-19 08:00:00,8,20,40.0
1425,3,Orthopedics,1,2025-10-19 08:00:00,0,37,0.0
1426,4,Pediatrics,1,2025-10-19 08:00:00,5,30,16.67
1427,5,Emergency,1,2025-10-19 08:00:00,1,62,1.61
1428,6,General Medicine,1,2025-10-19 08:00:00,0,62,0.0
1429,7,Cardiology,2,2025-10-19 08:00:00,7,30,23.33
1430,8,Oncology,2,2025-10-19 08:00:00,12,16,75.0
1431,9,Orthopedics,2,2025-10-19 08:00:00,3,30,10.0
1432,10,Pediatrics,2,2025-10-19 08:00:00,5,24,20.83
1433,11,Emergency,2,2025-10-19 08:00:00,1,50,2.0
1434,12,General Medicine,2,2025-10-19 08:00:00,2,50,4.0
1435,13,Cardiology,3,2025-10-19 08:00:00,6,27,22.22
1436,14,Oncology,3,2025-10-19 08:00:00,9,14,64.29
1437,15,Orthopedics,3,2025-10-19 08:00:00,3,27,11.11
1438,16,Pediatrics,3,2025-10-19 08:00:00,3,21,14.29
1439,17,Emergency,3,2025-10-19 08:00:00,6,45,13.33
1440,18,General Medicine,3,2025-10-19 08:00:00,1,45,2.22
1441,1,Cardiology,1,2025-10-20 08:00:00,11,37,29.73
1442,2,Oncology,1,2025-10-20 08:00:00,9,20,45.0
1443,3,Orthopedics,1,2025-10-20 08:00:00,3,37,8.11
1444,4,Pediatrics,1,2025-10-20 08:00:00,5,30,16.67
1445,5,Emergency,1,2025-10-20 08:00:00,0,62,0.0
1446,6,General Medicine,1,2025-10-20 08:00:00,1,62,1.61
1447,7,Cardiology,2,2025-10-20 08:00:00,7,30,23.33
1448,8,Oncology,2,2025-10-20 08:00:00,11,16,68.75
1449,9,Orthopedics,2,2025-10-20 08:00:00,2,30,6.67
1450,10,Pediatrics,2,2025-10-20 08:00:00,3,24,12.5
1451,11,Emergency,2,2025-10-20 08:00:00,1,50,2.0
1452,12,General Medicine,2,2025-10-20 08:00:00,2,50,4.0
1453,13,Cardiology,3,2025-10-20 08:00:00,7,27,25.93
1454,14,Oncology,3,2025-10-20 08:00:00,11,14,78.57
1455,15,Orthopedics,3,2025-10-20 08:00:00,3,27,11.11
1456,16,Pediatrics,3,2025-10-20 08:00:00,2,21,9.52
1457,17,Emergency,3,2025-10-20 08:00:00,5,45,11.11
1458,18,General Medicine,3,2025-10-20 08:00:00,1,45,2.22
1459,1,Cardiology,1,2025-10-21 08:00:00,9,37,24.32
1460,2,Oncology,1,2025-10-21 08:00:00,11,20,55.0
1461,3,Orthopedics,1,2025-10-21 08:00:00,3,37,8.11
1462,4,Pediatrics,1,2025-10-21 08:00:00,5,30,16.67
1463,5,Emergency,1,2025-10-21 08:00:00,0,62,0.0
1464,6,General Medicine,1,2025-10-21 08:00:00,2,62,3.23
1465,7,Cardiology,2,2025-10-21 08:00:00,8,30,26.67
1466,8,Oncology,2,2025-10-21 08:00:00,12,16,75.0
1467,9,Orthopedics,2,2025-10-21 08:00:00,2,30,6.67
1468,10,Pediatrics,2,2025-10-21 08:00:00,4,24,16.67
1469,11,Emergency,2,2025-10-21 08:00:00,1,50,2.0
1470,12,General Medicine,2,2025-10-21 08:00:00,2,50,4.0
1471,13,Cardiology,3,2025-10-21 08:00:00,7,27,25.93
1472,14,Oncology,3,2025-10-21 08:00:00,12,14,85.71
1473,15,Orthopedics,3,2025-10-21 08:00:00,3,27,11.11
1474,16,Pediatrics,3,2025-10-21 08:00:00,2,21,9.52
1475,17,Emergency,3,2025-10-21 08:00:00,5,45,11.11
1476,18,General Medicine,3,2025-10-21 08:00:00,1,45,2.22
1477,1,Cardiology,1,2025-10-22 08:00:00,8,37,21.62
1478,2,Oncology,1,2025-10-22 08:00:00,13,20,65.0
1479,3,Orthopedics,1,2025-10-22 08:00:00,4,37,10.81
1480,4,Pediatrics,1,2025-10-22 08:00:00,6,30,20.0
1481,5,Emergency,1,2025-10-22 08:00:00,2,62,3.23
1482,6,General Medicine,1,2025-10-22 08:00:00,1,62,1.61
1483,7,Cardiology,2,2025-10-22 08:00:00,9,30,30.0
1484,8,Oncology,2,2025-10-22 08:00:00,12,16,75.0
1485,9,Orthopedics,2,2025-10-22 08:00:00,1,30,3.33
1486,10,Pediatrics,2,2025-10-22 08:00:00,3,24,12.5
1487,11,Emergency,2,2025-10-22 08:00:00,1,50,2.0
1488,12,General Medicine,2,2025-10-22 08:00:00,1,50,2.0
1489,13,Cardiology,3,2025-10-22 08:00:00,6,27,22.22
1490,14,Oncology,3,2025-10-22 08:00:00,12,14,85.71
1491,15,Orthopedics,3,2025-10-22 08:00:00,1,27,3.7
1492,16,Pediatrics,3,2025-10-22 08:00:00,3,21,14.29
1493,17,Emergency,3,2025-10-22 08:00:00,4,45,8.89
1494,18,General Medicine,3,2025-10-22 08:00:00,1,45,2.22
1495,1,Cardiology,1,2025-10-23 08:00:00,9,37,24.32
1496,2,Oncology,1,2025-10-23 08:00:00,16,20,80.0
1497,3,Orthopedics,1,2025-10-23 08:00:00,5,37,13.51
1498,4,Pediatrics,1,2025-10-23 08:00:00,5,30,16.67
1499,5,Emergency,1,2025-10-23 08:00:00,4,62,6.45
1500,6,General Medicine,1,2025-10-23 08:00:00,1,62,1.61
1501,7,Cardiology,2,2025-10-23 08:00:00,6,30,20.0
1502,8,Oncology,2,2025-10-23 08:00:00,15,16,93.75
1503,9,Orthopedics,2,2025-10-23 08:00:00,1,30,3.33
1504,10,Pediatrics,2,2025-10-23 08:00:00,2,24,8.33
1505,11,Emergency,2,2025-10-23 08:00:00,1,50,2.0
1506,12,General Medicine,2,2025-10-23 08:00:00,2,50,4.0
1507,13,Cardiology,3,2025-10-23 08:00:00,8,27,29.63
1508,14,Oncology,3,2025-10-23 08:00:00,11,14,78.57
1509,15,Orthopedics,3,2025-10-23 08:00:00,1,27,3.7
1510,16,Pediatrics,3,2025-10-23 08:00:00,3,21,14.29
1511,17,Emergency,3,2025-10-23 08:00:00,4,45,8.89
1512,18,General Medicine,3,2025-10-23 08:00:00,1,45,2.22
1513,1,Cardiology,1,2025-10-24 08:00:00,10,37,27.03
1514,2,Oncology,1,2025-10-24 08:00:00,17,20,85.0
1515,3,Orthopedics,1,2025-10-24 08:00:00,6,37,16.22
1516,4,Pediatrics,1,2025-10-24 08:00:00,6,30,20.0
1517,5,Emergency,1,2025-10-24 08:00:00,3,62,4.84
1518,6,General Medicine,1,2025-10-24 08:00:00,1,62,1.61
1519,7,Cardiology,2,2025-10-24 08:00:00,7,30,23.33
1520,8,Oncology,2,2025-10-24 08:00:00,15,16,93.75
1521,9,Orthopedics,2,2025-10-24 08:00:00,2,30,6.67
1522,10,Pediatrics,2,2025-10-24 08:00:00,2,24,8.33
1523,11,Emergency,2,2025-10-24 08:00:00,1,50,2.0
1524,12,General Medicine,2,2025-10-24 08:00:00,1,50,2.0
1525,13,Cardiology,3,2025-10-24 08:00:00,8,27,29.63
1526,14,Oncology,3,2025-10-24 08:00:00,11,14,78.57
1527,15,Orthopedics,3,2025-10-24 08:00:00,1,27,3.7
1528,16,Pediatrics,3,2025-10-24 08:00:00,3,21,14.29
1529,17,Emergency,3,2025-10-24 08:00:00,3,45,6.67
1530,18,General Medicine,3,2025-10-24 08:00:00,1,45,2.22
1531,1,Cardiology,1,2025-10-25 08:00:00,10,37,27.03
1532,2,Oncology,1,2025-10-25 08:00:00,19,20,95.0
1533,3,Orthopedics,1,2025-10-25 08:00:00,7,37,18.92
1534,4,Pediatrics,1,2025-10-25 08:00:00,5,30,16.67
1535,5,Emergency,1,2025-10-25 08:00:00,1,62,1.61
1536,6,General Medicine,1,2025-10-25 08:00:00,2,62,3.23
1537,7,Cardiology,2,2025-10-25 08:00:00,5,30,16.67
1538,8,Oncology,2,2025-10-25 08:00:00,14,16,87.5
1539,9,Orthopedics,2,2025-10-25 08:00:00,2,30,6.67
1540,10,Pediatrics,2,2025-10-25 08:00:00,3,24,12.5
1541,11,Emergency,2,2025-10-25 08:00:00,0,50,0.0
1542,12,General Medicine,2,2025-10-25 08:00:00,1,50,2.0
1543,13,Cardiology,3,2025-10-25 08:00:00,7,27,25.93
1544,14,Oncology,3,2025-10-25 08:00:00,11,14,78.57
1545,15,Orthopedics,3,2025-10-25 08:00:00,1,27,3.7
1546,16,Pediatrics,3,2025-10-25 08:00:00,1,21,4.76
1547,17,Emergency,3,2025-10-25 08:00:00,3,45,6.67
1548,18,General Medicine,3,2025-10-25 08:00:00,3,45,6.67
1549,1,Cardiology,1,2025-10-26 08:00:00,11,37,29.73
1550,2,Oncology,1,2025-10-26 08:00:00,20,20,100.0
1551,3,Orthopedics,1,2025-10-26 08:00:00,6,37,16.22
1552,4,Pediatrics,1,2025-10-26 08:00:00,4,30,13.33
1553,5,Emergency,1,2025-10-26 08:00:00,2,62,3.23
1554,6,General Medicine,1,2025-10-26 08:00:00,3,62,4.84
1555,7,Cardiology,2,2025-10-26 08:00:00,5,30,16.67
1556,8,Oncology,2,2025-10-26 08:00:00,14,16,87.5
1557,9,Orthopedics,2,2025-10-26 08:00:00,3,30,10.0
1558,10,Pediatrics,2,2025-10-26 08:00:00,5,24,20.83
1559,11,Emergency,2,2025-10-26 08:00:00,0,50,0.0
1560,12,General Medicine,2,2025-10-26 08:00:00,0,50,0.0
1561,13,Cardiology,3,2025-10-26 08:00:00,6,27,22.22
1562,14,Oncology,3,2025-10-26 08:00:00,10,14,71.43
1563,15,Orthopedics,3,2025-10-26 08:00:00,2,27,7.41
1564,16,Pediatrics,3,2025-10-26 08:00:00,1,21,4.76
1565,17,Emergency,3,2025-10-26 08:00:00,3,45,6.67
1566,18,General Medicine,3,2025-10-26 08:00:00,4,45,8.89
1567,1,Cardiology,1,2025-10-27 08:00:00,13,37,35.14
1568,2,Oncology,1,2025-10-27 08:00:00,18,20,90.0
1569,3,Orthopedics,1,2025-10-27 08:00:00,5,37,13.51
1570,4,Pediatrics,1,2025-10-27 08:00:00,4,30,13.33
1571,5,Emergency,1,2025-10-27 08:00:00,3,62,4.84
1572,6,General Medicine,1,2025-10-27 08:00:00,3,62,4.84
1573,7,Cardiology,2,2025-10-27 08:00:00,5,30,16.67
1574,8,Oncology,2,2025-10-27 08:00:00,13,16,81.25
1575,9,Orthopedics,2,2025-10-27 08:00:00,2,30,6.67
1576,10,Pediatrics,2,2025-10-27 08:00:00,7,24,29.17
1577,11,Emergency,2,2025-10-27 08:00:00,1,50,2.0
1578,12,General Medicine,2,2025-10-27 08:00:00,0,50,0.0
1579,13,Cardiology,3,2025-10-27 08:00:00,5,27,18.52
1580,14,Oncology,3,2025-10-27 08:00:00,11,14,78.57
1581,15,Orthopedics,3,2025-10-27 08:00:00,2,27,7.41
1582,16,Pediatrics,3,2025-10-27 08:00:00,1,21,4.76
1583,17,Emergency,3,2025-10-27 08:00:00,2,45,4.44
1584,18,General Medicine,3,2025-10-27 08:00:00,2,45,4.44
1585,1,Cardiology,1,2025-10-28 08:00:00,10,37,27.03
1586,2,Oncology,1,2025-10-28 08:00:00,18,20,90.0
1587,3,Orthopedics,1,2025-10-28 08:00:00,3,37,8.11
1588,4,Pediatrics,1,2025-10-28 08:00:00,4,30,13.33
1589,5,Emergency,1,2025-10-28 08:00:00,1,62,1.61
1590,6,General Medicine,1,2025-10-28 08:00:00,4,62,6.45
1591,7,Cardiology,2,2025-10-28 08:00:00,6,30,20.0
1592,8,Oncology,2,2025-10-28 08:00:00,12,16,75.0
1593,9,Orthopedics,2,2025-10-28 08:00:00,2,30,6.67
1594,10,Pediatrics,2,2025-10-28 08:00:00,7,24,29.17
1595,11,Emergency,2,2025-10-28 08:00:00,0,50,0.0
1596,12,General Medicine,2,2025-10-28 08:00:00,1,50,2.0
1597,13,Cardiology,3,2025-10-28 08:00:00,6,27,22.22
1598,14,Oncology,3,2025-10-28 08:00:00,14,14,100.0
1599,15,Orthopedics,3,2025-10-28 08:00:00,4,27,14.81
1600,16,Pediatrics,3,2025-10-28 08:00:00,2,21,9.52
1601,17,Emergency,3,2025-10-28 08:00:00,2,45,4.44
1602,18,General Medicine,3,2025-10-28 08:00:00,2,45,4.44
1603,1,Cardiology,1,2025-10-29 08:00:00,10,37,27.03
1604,2,Oncology,1,2025-10-29 08:00:00,16,20,80.0
1605,3,Orthopedics,1,2025-10-29 08:00:00,3,37,8.11
1606,4,Pediatrics,1,2025-10-29 08:00:00,4,30,13.33
1607,5,Emergency,1,2025-10-29 08:00:00,2,62,3.23
1608,6,General Medicine,1,2025-10-29 08:00:00,4,62,6.45
1609,7,Cardiology,2,2025-10-29 08:00:00,5,30,16.67
1610,8,Oncology,2,2025-10-29 08:00:00,12,16,75.0
1611,9,Orthopedics,2,2025-10-29 08:00:00,2,30,6.67
1612,10,Pediatrics,2,2025-10-29 08:00:00,6,24,25.0
1613,11,Emergency,2,2025-10-29 08:00:00,1,50,2.0
1614,12,General Medicine,2,2025-10-29 08:00:00,2,50,4.0
1615,13,Cardiology,3,2025-10-29 08:00:00,5,27,18.52
1616,14,Oncology,3,2025-10-29 08:00:00,12,14,85.71
1617,15,Orthopedics,3,2025-10-29 08:00:00,4,27,14.81
1618,16,Pediatrics,3,2025-10-29 08:00:00,4,21,19.05
1619,17,Emergency,3,2025-10-29 08:00:00,0,45,0.0
1620,18,General Medicine,3,2025-10-29 08:00:00,2,45,4.44
1621,1,Cardiology,1,2025-10-30 08:00:00,9,37,24.32
1622,2,Oncology,1,2025-10-30 08:00:00,12,20,60.0
1623,3,Orthopedics,1,2025-10-30 08:00:00,4,37,10.81
1624,4,Pediatrics,1,2025-10-30 08:00:00,5,30,16.67
1625,5,Emergency,1,2025-10-30 08:00:00,1,62,1.61
1626,6,General Medicine,1,2025-10-30 08:00:00,3,62,4.84
1627,7,Cardiology,2,2025-10-30 08:00:00,4,30,13.33
1628,8,Oncology,2,2025-10-30 08:00:00,10,16,62.5
1629,9,Orthopedics,2,2025-10-30 08:00:00,1,30,3.33
1630,10,Pediatrics,2,2025-10-30 08:00:00,4,24,16.67
1631,11,Emergency,2,2025-10-30 08:00:00,1,50,2.0
1632,12,General Medicine,2,2025-10-30 08:00:00,3,50,6.0
1633,13,Cardiology,3,2025-10-30 08:00:00,4,27,14.81
1634,14,Oncology,3,2025-10-30 08:00:00,11,14,78.57
1635,15,Orthopedics,3,2025-10-30 08:00:00,2,27,7.41
1636,16,Pediatrics,3,2025-10-30 08:00:00,4,21,19.05
1637,17,Emergency,3,2025-10-30 08:00:00,0,45,0.0
1638,18,General Medicine,3,2025-10-30 08:00:00,4,45,8.89
1639,1,Cardiology,1,2025-10-31 08:00:00,10,37,27.03
1640,2,Oncology,1,2025-10-31 08:00:00,11,20,55.0
1641,3,Orthopedics,1,2025-10-31 08:00:00,3,37,8.11
1642,4,Pediatrics,1,2025-10-31 08:00:00,6,30,20.0
1643,5,Emergency,1,2025-10-31 08:00:00,1,62,1.61
1644,6,General Medicine,1,2025-10-31 08:00:00,2,62,3.23
1645,7,Cardiology,2,2025-10-31 08:00:00,4,30,13.33
1646,8,Oncology,2,2025-10-31 08:00:00,9,16,56.25
1647,9,Orthopedics,2,2025-10-31 08:00:00,1,30,3.33
1648,10,Pediatrics,2,2025-10-31 08:00:00,4,24,16.67
1649,11,Emergency,2,2025-10-31 08:00:00,0,50,0.0
1650,12,General Medicine,2,2025-10-31 08:00:00,3,50,6.0
1651,13,Cardiology,3,2025-10-31 08:00:00,6,27,22.22
1652,14,Oncology,3,2025-10-31 08:00:00,10,14,71.43
1653,15,Orthopedics,3,2025-10-31 08:00:00,3,27,11.11
1654,16,Pediatrics,3,2025-10-31 08:00:00,6,21,28.57
1655,17,Emergency,3,2025-10-31 08:00:00,1,45,2.22
1656,18,General Medicine,3,2025-10-31 08:00:00,3,45,6.67
1657,1,Cardiology,1,2025-11-01 08:00:00,9,37,24.32
1658,2,Oncology,1,2025-11-01 08:00:00,10,20,50.0
1659,3,Orthopedics,1,2025-11-01 08:00:00,5,37,13.51
1660,4,Pediatrics,1,2025-11-01 08:00:00,3,30,10.0
1661,5,Emergency,1,2025-11-01 08:00:00,1,62,1.61
1662,6,General Medicine,1,2025-11-01 08:00:00,1,62,1.61
1663,7,Cardiology,2,2025-11-01 08:00:00,4,30,13.33
1664,8,Oncology,2,2025-11-01 08:00:00,9,16,56.25
1665,9,Orthopedics,2,2025-11-01 08:00:00,3,30,10.0
1666,10,Pediatrics,2,2025-11-01 08:00:00,1,24,4.17
1667,11,Emergency,2,2025-11-01 08:00:00,0,50,0.0
